,meadows,winter barley,corn,winter wheat,summer barley,clover,winter triticale
0,0.5,0.35714285714285715,0.6142857142857143,0.5,0.32857142857142857,0.6285714285714286,0.5285714285714286
1,0.6142857142857143,0.6,0.42857142857142855,0.4714285714285714,0.6571428571428571,0.5142857142857142,0.5428571428571428
2,0.7142857142857143,0.4,0.44285714285714284,0.4,0.34285714285714286,0.6285714285714286,0.5714285714285714
3,0.7857142857142857,0.6,0.42857142857142855,0.5428571428571428,0.4857142857142857,0.6857142857142857,0.5714285714285714
4,0.6714285714285714,0.5,0.4857142857142857,0.5571428571428572,0.42857142857142855,0.35714285714285715,0.6428571428571429
5,0.5714285714285714,0.5571428571428572,0.4142857142857143,0.6428571428571429,0.6142857142857143,0.5,0.5714285714285714
6,0.38571428571428573,0.6142857142857143,0.5428571428571428,0.4714285714285714,0.6285714285714286,0.4,0.34285714285714286
7,0.34285714285714286,0.35714285714285715,0.4714285714285714,0.5285714285714286,0.2714285714285714,0.44285714285714284,0.6428571428571429
8,0.6142857142857143,0.35714285714285715,0.4714285714285714,0.2857142857142857,0.5285714285714286,0.38571428571428573,0.5714285714285714
9,0.45714285714285713,0.35714285714285715,0.37142857142857144,0.5571428571428572,0.38571428571428573,0.6142857142857143,0.5857142857142857
10,0.6714285714285714,0.7714285714285715,0.3142857142857143,0.4857142857142857,0.32857142857142857,0.44285714285714284,0.5285714285714286
11,0.4857142857142857,0.45714285714285713,0.45714285714285713,0.38571428571428573,0.21428571428571427,0.4857142857142857,0.6285714285714286
12,0.4714285714285714,0.37142857142857144,0.4714285714285714,0.5142857142857142,0.6,0.4714285714285714,0.7
13,0.4,0.4142857142857143,0.42857142857142855,0.5428571428571428,0.2,0.6714285714285714,0.5571428571428572
14,0.3142857142857143,0.5857142857142857,0.4,0.45714285714285713,0.5428571428571428,0.5428571428571428,0.5142857142857142
15,0.32857142857142857,0.4,0.4,0.5714285714285714,0.5285714285714286,0.37142857142857144,0.6571428571428571
16,0.6571428571428571,0.5428571428571428,0.38571428571428573,0.44285714285714284,0.22857142857142856,0.4,0.6714285714285714
17,0.7285714285714285,0.37142857142857144,0.5,0.5,0.6,0.45714285714285713,0.6857142857142857
18,0.5,0.37142857142857144,0.4857142857142857,0.38571428571428573,0.44285714285714284,0.6428571428571429,0.5142857142857142
19,0.6285714285714286,0.5142857142857142,0.38571428571428573,0.4714285714285714,0.5,0.4,0.5857142857142857
20,0.6285714285714286,0.6,0.44285714285714284,0.37142857142857144,0.5,0.6,0.4857142857142857
21,0.4857142857142857,0.5285714285714286,0.4142857142857143,0.42857142857142855,0.2571428571428571,0.4,0.5285714285714286
22,0.6,0.5714285714285714,0.5,0.37142857142857144,0.2714285714285714,0.5857142857142857,0.5285714285714286
23,0.4,0.35714285714285715,0.37142857142857144,0.5857142857142857,0.6571428571428571,0.5714285714285714,0.4142857142857143
24,0.8285714285714286,0.4142857142857143,0.4714285714285714,0.42857142857142855,0.3,0.7,0.6142857142857143
25,0.7857142857142857,0.45714285714285713,0.35714285714285715,0.44285714285714284,0.24285714285714285,0.45714285714285713,0.4714285714285714
26,0.4714285714285714,0.5571428571428572,0.5142857142857142,0.5,0.24285714285714285,0.9142857142857143,0.5285714285714286
27,0.6714285714285714,0.5571428571428572,0.4142857142857143,0.6714285714285714,0.2571428571428571,0.4,0.5571428571428572
28,0.5142857142857142,0.5857142857142857,0.6285714285714286,0.5428571428571428,0.2714285714285714,0.6142857142857143,0.5714285714285714
29,0.4142857142857143,0.5857142857142857,0.4714285714285714,0.5,0.24285714285714285,0.42857142857142855,0.5285714285714286
30,0.5428571428571428,0.5428571428571428,0.42857142857142855,0.7285714285714285,0.24285714285714285,0.5571428571428572,0.6142857142857143
31,1.0,0.5571428571428572,0.4857142857142857,0.45714285714285713,0.24285714285714285,0.4142857142857143,0.6
32,0.44285714285714284,0.5571428571428572,0.44285714285714284,0.8142857142857143,0.4857142857142857,0.5428571428571428,0.5857142857142857
33,0.7428571428571429,0.5571428571428572,0.4714285714285714,0.5714285714285714,0.35714285714285715,0.9,0.6428571428571429
34,0.35714285714285715,0.35714285714285715,0.34285714285714286,0.6571428571428571,0.24285714285714285,0.6714285714285714,0.42857142857142855
35,0.4857142857142857,0.34285714285714286,0.44285714285714284,0.42857142857142855,0.6285714285714286,0.35714285714285715,0.4
36,0.45714285714285713,0.35714285714285715,0.5285714285714286,0.44285714285714284,0.4,0.4714285714285714,0.4
37,0.42857142857142855,0.37142857142857144,0.4142857142857143,0.4142857142857143,0.42857142857142855,0.6571428571428571,0.5142857142857142
38,0.7428571428571429,0.37142857142857144,0.44285714285714284,0.4,0.5571428571428572,0.5571428571428572,0.44285714285714284
39,0.6142857142857143,0.5857142857142857,0.44285714285714284,0.37142857142857144,0.24285714285714285,0.44285714285714284,0.5571428571428572
40,0.8142857142857143,0.5428571428571428,0.5428571428571428,0.5285714285714286,0.4142857142857143,0.44285714285714284,0.5428571428571428
41,0.35714285714285715,0.5142857142857142,0.5,0.42857142857142855,0.5857142857142857,0.6714285714285714,0.5857142857142857
42,0.44285714285714284,0.6285714285714286,0.4142857142857143,0.5428571428571428,0.21428571428571427,0.7285714285714285,0.5142857142857142
43,0.7,0.5,0.5,0.6571428571428571,0.6571428571428571,0.5428571428571428,0.5714285714285714
44,0.45714285714285713,0.6285714285714286,0.5571428571428572,0.45714285714285713,0.5428571428571428,0.34285714285714286,0.6285714285714286
45,0.32857142857142857,0.6428571428571429,0.5428571428571428,0.5857142857142857,0.3,0.5428571428571428,0.4142857142857143
46,0.5857142857142857,0.5142857142857142,0.38571428571428573,0.4714285714285714,0.2,0.5857142857142857,0.5428571428571428
47,0.5,0.6285714285714286,0.5857142857142857,0.6,0.4714285714285714,0.6571428571428571,0.5142857142857142
48,0.35714285714285715,0.7285714285714285,0.37142857142857144,0.6857142857142857,0.3,0.34285714285714286,0.5714285714285714
49,0.6285714285714286,0.4,0.8285714285714286,0.5285714285714286,0.22857142857142856,0.44285714285714284,0.5428571428571428
50,0.4142857142857143,0.6714285714285714,0.5857142857142857,0.5857142857142857,0.24285714285714285,0.4142857142857143,0.5714285714285714
51,0.7285714285714285,0.6,0.5,0.5857142857142857,0.2857142857142857,0.4714285714285714,0.6
52,0.38571428571428573,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.38571428571428573,0.45714285714285713,0.6714285714285714
53,0.6,0.37142857142857144,0.4857142857142857,0.6,0.3142857142857143,0.42857142857142855,0.6
54,0.5714285714285714,0.38571428571428573,0.4142857142857143,0.5714285714285714,0.6428571428571429,0.5,0.5857142857142857
55,0.34285714285714286,0.45714285714285713,0.5428571428571428,0.5142857142857142,0.2571428571428571,0.4857142857142857,0.4714285714285714
56,0.42857142857142855,0.7142857142857143,0.4142857142857143,0.5857142857142857,0.2571428571428571,0.4714285714285714,0.44285714285714284
57,0.45714285714285713,0.5857142857142857,0.32857142857142857,0.5428571428571428,0.35714285714285715,0.44285714285714284,0.5428571428571428
58,0.4714285714285714,0.45714285714285713,0.5428571428571428,0.5142857142857142,0.5571428571428572,0.38571428571428573,0.5428571428571428
59,0.6285714285714286,0.42857142857142855,0.42857142857142855,0.4714285714285714,0.35714285714285715,0.5571428571428572,0.7428571428571429
60,0.45714285714285713,0.42857142857142855,0.5142857142857142,0.5857142857142857,0.5428571428571428,0.5285714285714286,0.5428571428571428
61,0.5428571428571428,0.4142857142857143,0.4,0.42857142857142855,0.4142857142857143,0.42857142857142855,0.5142857142857142
62,0.6857142857142857,0.4857142857142857,0.44285714285714284,0.35714285714285715,0.6857142857142857,0.44285714285714284,0.4857142857142857
63,0.6,0.6142857142857143,0.5714285714285714,0.38571428571428573,0.5,0.44285714285714284,0.4714285714285714
64,0.6142857142857143,0.5428571428571428,0.4,0.4142857142857143,0.3142857142857143,0.44285714285714284,0.5857142857142857
65,0.34285714285714286,0.4,0.4714285714285714,0.5428571428571428,0.2857142857142857,0.38571428571428573,0.6428571428571429
66,0.4142857142857143,0.6,0.4714285714285714,0.45714285714285713,0.32857142857142857,0.4714285714285714,0.5571428571428572
67,0.38571428571428573,0.6285714285714286,0.4857142857142857,0.5142857142857142,0.37142857142857144,0.4142857142857143,0.7428571428571429
68,0.6571428571428571,0.35714285714285715,0.32857142857142857,0.5142857142857142,0.24285714285714285,0.42857142857142855,0.5857142857142857
69,0.5,0.37142857142857144,0.4142857142857143,0.4,0.3142857142857143,0.7285714285714285,0.5857142857142857
70,0.6857142857142857,0.38571428571428573,0.4714285714285714,0.6285714285714286,0.7142857142857143,0.4142857142857143,0.5428571428571428
71,0.4142857142857143,0.38571428571428573,0.4857142857142857,0.6428571428571429,0.6571428571428571,0.5142857142857142,0.6142857142857143
72,0.6714285714285714,0.37142857142857144,0.4142857142857143,0.37142857142857144,0.5571428571428572,0.42857142857142855,0.6285714285714286
73,0.5428571428571428,0.37142857142857144,0.5142857142857142,0.5571428571428572,0.5285714285714286,0.7857142857142857,0.6428571428571429
74,0.34285714285714286,0.5,0.5,0.44285714285714284,0.22857142857142856,0.42857142857142855,0.5285714285714286
75,0.5857142857142857,0.38571428571428573,0.5571428571428572,0.6285714285714286,0.32857142857142857,0.44285714285714284,0.6142857142857143
76,0.7714285714285715,0.5142857142857142,0.44285714285714284,0.5857142857142857,0.5857142857142857,0.6142857142857143,0.6571428571428571
77,0.44285714285714284,0.38571428571428573,0.5714285714285714,0.5285714285714286,0.5714285714285714,0.7285714285714285,0.5142857142857142
78,0.5714285714285714,0.4,0.8857142857142857,0.4714285714285714,0.18571428571428572,0.35714285714285715,0.5428571428571428
79,0.45714285714285713,0.4857142857142857,0.38571428571428573,0.6571428571428571,0.6571428571428571,0.42857142857142855,0.5714285714285714
80,0.5428571428571428,0.38571428571428573,0.5571428571428572,0.42857142857142855,0.4714285714285714,0.42857142857142855,0.6285714285714286
81,0.6428571428571429,0.5857142857142857,0.6571428571428571,0.5285714285714286,0.4857142857142857,0.5857142857142857,0.6571428571428571
82,0.7142857142857143,0.35714285714285715,0.4857142857142857,0.44285714285714284,0.5857142857142857,0.4,0.5857142857142857
83,0.38571428571428573,0.37142857142857144,0.4142857142857143,0.5285714285714286,0.5,0.4142857142857143,0.6142857142857143
84,0.5857142857142857,0.37142857142857144,0.38571428571428573,0.5857142857142857,0.5571428571428572,0.8857142857142857,0.5857142857142857
85,0.5714285714285714,0.37142857142857144,0.5857142857142857,0.3142857142857143,0.6142857142857143,0.5142857142857142,0.5285714285714286
86,0.4857142857142857,0.37142857142857144,0.38571428571428573,0.6285714285714286,0.5857142857142857,0.4,0.5285714285714286
87,0.45714285714285713,0.37142857142857144,0.37142857142857144,0.44285714285714284,0.5,0.8,0.5142857142857142
88,0.5857142857142857,0.5857142857142857,0.6571428571428571,0.4714285714285714,0.6142857142857143,0.35714285714285715,0.5428571428571428
89,0.5571428571428572,0.6285714285714286,0.34285714285714286,0.4142857142857143,0.34285714285714286,0.7285714285714285,0.7
90,0.6285714285714286,0.35714285714285715,0.5142857142857142,0.4142857142857143,0.3,0.4,0.6285714285714286
91,0.5285714285714286,0.38571428571428573,0.5285714285714286,0.45714285714285713,0.3142857142857143,0.7857142857142857,0.5857142857142857
92,0.5714285714285714,0.38571428571428573,0.44285714285714284,0.44285714285714284,0.32857142857142857,0.6,0.5428571428571428
93,0.44285714285714284,0.38571428571428573,0.5571428571428572,0.6,0.5857142857142857,0.4142857142857143,0.5571428571428572
94,0.44285714285714284,0.35714285714285715,0.2857142857142857,0.6857142857142857,0.5,0.38571428571428573,0.5714285714285714
95,0.42857142857142855,0.4857142857142857,0.37142857142857144,0.5285714285714286,0.35714285714285715,0.4,0.5571428571428572
96,0.34285714285714286,0.5,0.42857142857142855,0.5428571428571428,0.5571428571428572,0.9285714285714286,0.5285714285714286
97,0.6428571428571429,0.5428571428571428,0.4857142857142857,0.5142857142857142,0.5,0.5285714285714286,0.6142857142857143
98,0.45714285714285713,0.6142857142857143,0.34285714285714286,0.6142857142857143,0.44285714285714284,0.4857142857142857,0.5428571428571428
99,0.45714285714285713,0.5571428571428572,0.4142857142857143,0.5857142857142857,0.4714285714285714,0.4,0.6571428571428571
100,0.7428571428571429,0.5428571428571428,0.38571428571428573,0.5428571428571428,0.35714285714285715,0.44285714285714284,0.6142857142857143
101,0.42857142857142855,0.35714285714285715,0.4,0.4714285714285714,0.6285714285714286,0.42857142857142855,0.5142857142857142
102,0.42857142857142855,0.5142857142857142,0.5,0.45714285714285713,0.34285714285714286,0.45714285714285713,0.5714285714285714
103,0.37142857142857144,0.5,0.4714285714285714,0.44285714285714284,0.5714285714285714,0.44285714285714284,0.5142857142857142
104,0.2571428571428571,0.42857142857142855,0.34285714285714286,0.4142857142857143,0.5428571428571428,0.5142857142857142,0.4
